Date_value,Day_quarter,in_ACCIDENT AND EMERGENCY,in_CARDIOLOGY,in_COVID,in_DERMATOLOGY,in_GASTROENTEROLOGY,in_GENERAL MEDICINE,in_GENERAL SURGERY,in_GERIATRIC MEDICINE,in_GYNAECOLOGY,in_HAEMATOLOGY (CLINICAL),in_ONCOLOGY,in_OPHTHALMOLOGY,in_OTHER,in_PALLIATIVE MEDICINE,in_REHABILITATION,in_THORACIC MEDICINE,in_TRAUMA AND ORTHOPAEDICS,in_UROLOGY,in_total,out_ACCIDENT AND EMERGENCY,out_CARDIOLOGY,out_COVID,out_DERMATOLOGY,out_GASTROENTEROLOGY,out_GENERAL MEDICINE,out_GENERAL SURGERY,out_GERIATRIC MEDICINE,out_GYNAECOLOGY,out_HAEMATOLOGY (CLINICAL),out_ONCOLOGY,out_OPHTHALMOLOGY,out_OTHER,out_PALLIATIVE MEDICINE,out_REHABILITATION,out_THORACIC MEDICINE,out_TRAUMA AND ORTHOPAEDICS,out_UROLOGY,out_total,D_O_W,W_O_M,MONTH,daily_total,total,daily_GENERAL SURGERY,GENERAL SURGERY,daily_GERIATRIC MEDICINE,GERIATRIC MEDICINE,daily_THORACIC MEDICINE,THORACIC MEDICINE,daily_ACCIDENT AND EMERGENCY,ACCIDENT AND EMERGENCY,daily_UROLOGY,UROLOGY,daily_GENERAL MEDICINE,GENERAL MEDICINE,daily_OTHER,OTHER,daily_CARDIOLOGY,CARDIOLOGY,daily_OPHTHALMOLOGY,OPHTHALMOLOGY,daily_GYNAECOLOGY,GYNAECOLOGY,daily_DERMATOLOGY,DERMATOLOGY,daily_GASTROENTEROLOGY,GASTROENTEROLOGY,daily_REHABILITATION,REHABILITATION,daily_ONCOLOGY,ONCOLOGY,daily_COVID,COVID,daily_HAEMATOLOGY (CLINICAL),HAEMATOLOGY (CLINICAL),daily_TRAUMA AND ORTHOPAEDICS,TRAUMA AND ORTHOPAEDICS,daily_PALLIATIVE MEDICINE,PALLIATIVE MEDICINE,new_date
23/03/2015,6AM-12AM,2,0,0,0,0,7,2,0,0,0,0,0,1,0,0,0,0,1,13,-3,0,0,0,0,-1,-3,0,0,0,0,0,0,0,0,-1,0,0,-8,Monday,4,Mar,5,495,-1,48,0,11,-1,21,-1,6,1,12,6,235,1,63,0,55,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,5,0,0,0,15,23/03/2015 06:00
23/03/2015,12AM-6PM,7,1,0,0,0,20,7,0,0,0,0,0,4,2,0,0,0,3,44,-7,-4,0,0,-3,-28,-5,0,0,0,0,0,-2,-1,0,-2,0,-4,-56,Monday,4,Mar,-12,483,2,50,0,11,-2,19,0,6,-1,11,-8,227,2,65,-3,52,0,0,0,0,0,0,-3,20,0,1,0,0,0,0,0,5,0,0,1,16,23/03/2015 12:00
23/03/2015,6PM-12PM,9,1,0,0,0,7,1,0,0,0,0,0,2,0,0,0,0,0,20,-10,-1,0,0,-2,-9,-4,-1,0,0,0,0,-4,0,-1,0,0,-1,-33,Monday,4,Mar,-13,470,-3,47,-1,10,0,19,-1,5,-1,10,-2,225,-2,63,0,52,0,0,0,0,0,0,-2,18,-1,0,0,0,0,0,0,5,0,0,0,16,23/03/2015 18:00
24/03/2015,12PM-6AM,5,2,0,0,2,6,0,0,0,0,0,0,0,0,0,1,0,0,16,-2,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,-4,Tuesday,4,Mar,12,482,0,47,0,10,1,20,3,8,0,10,4,229,0,63,2,54,0,0,0,0,0,0,2,20,0,0,0,0,0,0,0,5,0,0,0,16,24/03/2015 00:00
24/03/2015,6AM-12AM,2,1,0,0,1,5,4,1,0,0,0,0,0,0,0,0,0,1,15,-8,0,0,0,0,-2,-1,0,0,0,0,0,-2,-1,0,0,0,0,-14,Tuesday,4,Mar,1,483,3,50,1,11,0,20,-6,2,1,11,3,232,-2,61,1,55,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,5,0,0,-1,15,24/03/2015 06:00
24/03/2015,12AM-6PM,5,5,0,0,0,16,2,0,1,1,0,0,1,2,1,1,0,0,35,-3,-9,0,0,0,-28,-6,0,0,-1,0,0,-1,-1,0,-1,0,-2,-52,Tuesday,4,Mar,-17,466,-4,46,0,11,0,20,2,4,-2,9,-12,220,0,61,-4,51,0,0,1,1,0,0,0,21,1,1,0,0,0,0,0,5,0,0,1,16,24/03/2015 12:00
24/03/2015,6PM-12PM,4,4,0,0,1,6,2,1,0,0,0,0,1,1,0,0,0,0,20,-7,-5,0,0,-1,-7,0,0,0,0,0,0,0,0,0,0,0,0,-20,Tuesday,4,Mar,0,466,2,48,1,12,0,20,-3,1,0,9,-1,219,1,62,-1,50,0,0,0,1,0,0,0,21,0,1,0,0,0,0,0,5,0,0,1,17,24/03/2015 18:00
25/03/2015,12PM-6AM,5,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1,13,-4,0,0,0,-1,-2,-1,0,0,0,0,0,0,-1,0,0,0,0,-9,Wednesday,4,Mar,4,470,3,51,0,12,0,20,1,2,1,10,1,220,0,62,0,50,0,0,0,1,0,0,-1,20,0,1,0,0,0,0,0,5,0,0,-1,16,25/03/2015 00:00
25/03/2015,6AM-12AM,1,1,0,0,0,9,2,0,1,0,0,0,1,0,0,0,0,2,17,-1,-2,0,0,0,-3,-1,0,-1,0,0,0,0,0,0,0,0,0,-8,Wednesday,4,Mar,9,479,1,52,0,12,0,20,0,2,2,12,6,226,1,63,-1,49,0,0,0,1,0,0,0,20,0,1,0,0,0,0,0,5,0,0,0,16,25/03/2015 06:00
25/03/2015,12AM-6PM,4,2,0,0,0,16,4,2,1,1,0,0,0,2,0,1,0,4,37,-5,-5,0,0,-2,-30,-5,-3,-1,0,0,0,0,-1,0,-4,0,-4,-60,Wednesday,4,Mar,-23,456,-1,51,-1,11,-3,17,-1,1,0,12,-14,212,0,63,-3,46,0,0,0,1,0,0,-2,18,0,1,0,0,0,0,1,6,0,0,1,17,25/03/2015 12:00
25/03/2015,6PM-12PM,5,3,0,0,1,7,1,0,0,0,0,1,1,0,0,0,0,1,20,-4,-1,0,0,0,-7,-3,0,0,0,0,0,0,0,0,0,0,-3,-18,Wednesday,4,Mar,2,458,-2,49,0,11,0,17,1,2,-2,10,0,212,1,64,2,48,1,1,0,1,0,0,1,19,0,1,0,0,0,0,0,6,0,0,0,17,25/03/2015 18:00
26/03/2015,12PM-6AM,1,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,2,12,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-2,Thursday,4,Mar,10,468,0,49,1,12,0,17,0,2,2,12,7,219,0,64,0,48,0,1,0,1,0,0,0,19,0,1,0,0,0,0,0,6,0,0,0,17,26/03/2015 00:00
26/03/2015,6AM-12AM,2,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,1,10,-2,-1,0,0,0,-6,-2,0,0,0,0,0,0,-1,0,0,0,0,-12,Thursday,4,Mar,-2,466,0,49,1,13,0,17,0,2,1,13,-2,217,0,64,-1,47,0,1,0,1,0,0,0,19,0,1,0,0,0,0,0,6,0,0,-1,16,26/03/2015 06:00
26/03/2015,12AM-6PM,6,8,0,0,0,14,5,1,0,0,0,0,3,1,0,2,0,1,41,-7,-2,0,0,-1,-25,-7,-3,-1,-1,0,0,-5,0,0,-1,0,-5,-58,Thursday,4,Mar,-17,449,-2,47,-2,11,1,18,-1,1,-4,9,-11,206,-2,62,6,53,0,1,-1,0,0,0,-1,18,0,1,0,0,0,0,-1,5,0,0,1,17,26/03/2015 12:00
26/03/2015,6PM-12PM,4,2,0,0,1,12,4,0,0,1,0,0,4,0,0,2,0,2,32,-3,-4,0,0,-1,-9,-1,0,0,0,0,0,-2,0,0,0,0,0,-20,Thursday,4,Mar,12,461,3,50,0,11,2,20,1,2,2,11,3,209,2,64,-2,51,0,1,0,0,0,0,0,18,0,1,0,0,0,0,1,6,0,0,0,17,26/03/2015 18:00
27/03/2015,12PM-6AM,5,2,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,16,-2,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,-5,Friday,4,Mar,11,472,2,52,0,11,0,20,3,5,0,11,4,213,0,64,2,53,0,1,0,0,0,0,0,18,0,1,0,0,0,0,0,6,0,0,0,17,27/03/2015 00:00
27/03/2015,6AM-12AM,2,2,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,2,15,-4,-1,0,0,-1,-2,-3,0,0,0,0,0,0,0,0,-4,0,-1,-16,Friday,4,Mar,-1,471,-3,49,0,11,-3,17,-2,3,1,12,6,219,0,64,1,54,0,1,0,0,0,0,-1,17,0,1,0,0,0,0,0,6,0,0,0,17,27/03/2015 06:00
27/03/2015,12AM-6PM,5,1,0,0,0,14,5,1,0,0,0,0,0,0,1,2,0,1,30,-5,-9,0,0,-4,-24,-10,-1,0,-1,0,-1,-3,-1,0,-2,0,-7,-68,Friday,4,Mar,-38,433,-5,44,0,11,0,17,0,3,-6,6,-10,209,-3,61,-8,46,-1,0,0,0,0,0,-4,13,1,2,0,0,0,0,-1,5,0,0,-1,16,27/03/2015 12:00
27/03/2015,6PM-12PM,3,1,0,0,1,3,2,0,0,0,0,1,0,2,2,0,0,0,15,-6,-6,0,0,-2,-10,0,-1,0,-1,0,0,0,0,-1,0,0,0,-27,Friday,4,Mar,-12,421,2,46,-1,10,0,17,-3,0,0,6,-7,202,0,61,-5,41,1,1,0,0,0,0,-1,12,1,3,0,0,0,0,-1,4,0,0,2,18,27/03/2015 18:00
28/03/2015,12PM-6AM,8,1,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,15,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,Saturday,4,Mar,12,433,1,47,0,10,0,17,5,5,0,6,3,205,0,61,1,42,0,1,0,0,0,0,1,13,1,4,0,0,0,0,0,4,0,0,0,18,28/03/2015 00:00
28/03/2015,6AM-12AM,4,2,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,12,-7,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,-10,Saturday,4,Mar,2,435,-1,46,0,10,0,17,-3,2,1,7,3,208,0,61,2,44,0,1,0,0,0,0,0,13,0,4,0,0,0,0,0,4,0,0,0,18,28/03/2015 06:00
28/03/2015,12AM-6PM,7,4,0,0,0,7,2,1,0,0,0,0,1,1,0,2,0,2,27,-4,-1,0,0,0,-14,-8,-1,0,0,0,0,-3,0,-2,-1,0,-1,-35,Saturday,4,Mar,-8,427,-6,40,0,10,1,18,3,5,1,8,-7,201,-2,59,3,47,0,1,0,0,0,0,0,13,-2,2,0,0,0,0,0,4,0,0,1,19,28/03/2015 12:00
28/03/2015,6PM-12PM,6,1,0,0,0,12,0,0,0,0,0,1,1,0,0,1,0,0,22,-8,0,0,0,0,-2,0,0,0,0,0,0,0,0,-1,-1,0,0,-12,Saturday,4,Mar,10,437,0,40,0,10,0,18,-2,3,0,8,10,211,1,60,1,48,1,2,0,0,0,0,0,13,-1,1,0,0,0,0,0,4,0,0,0,19,28/03/2015 18:00
29/03/2015,12PM-6AM,3,1,0,0,0,5,2,0,0,0,0,0,0,0,1,1,0,0,13,-2,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-4,Sunday,5,Mar,9,446,2,42,0,10,1,19,1,4,0,8,4,215,-1,59,1,49,0,2,0,0,0,0,0,13,1,2,0,0,0,0,0,4,0,0,0,19,29/03/2015 00:00
29/03/2015,6AM-12AM,5,2,0,0,1,5,3,0,0,0,0,1,1,0,0,0,0,1,19,-4,0,0,0,0,-3,0,0,0,0,0,0,-1,0,0,0,0,-1,-9,Sunday,5,Mar,10,456,3,45,0,10,0,19,1,5,0,8,2,217,0,59,2,51,1,3,0,0,0,0,1,14,0,2,0,0,0,0,0,4,0,0,0,19,29/03/2015 07:00
29/03/2015,12AM-6PM,5,2,0,0,2,8,2,0,0,0,0,0,1,1,0,1,0,1,23,-2,-1,0,0,0,-6,-3,0,0,-1,0,-1,0,0,0,0,0,-1,-15,Sunday,5,Mar,8,464,-1,44,0,10,1,20,3,8,0,8,2,219,1,60,1,52,-1,2,0,0,0,0,2,16,0,2,0,0,0,0,-1,3,0,0,1,20,29/03/2015 13:00
29/03/2015,6PM-12PM,6,2,0,0,1,10,2,0,0,0,0,0,3,0,0,0,0,1,25,-7,-2,0,0,0,0,-2,0,0,0,0,0,-1,0,-1,0,0,-1,-14,Sunday,5,Mar,11,475,0,44,0,10,0,20,-1,7,0,8,10,229,2,62,0,52,0,2,0,0,0,0,1,17,-1,1,0,0,0,0,0,3,0,0,0,20,29/03/2015 19:00
30/03/2015,12PM-6AM,6,0,0,0,0,8,3,0,0,0,0,0,0,0,0,1,0,0,18,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,Monday,5,Mar,14,489,3,47,0,10,1,21,2,9,0,8,8,237,0,62,0,52,0,2,0,0,0,0,0,17,0,1,0,0,0,0,0,3,0,0,0,20,30/03/2015 01:00
30/03/2015,6AM-12AM,5,3,0,0,0,8,3,0,1,0,0,0,1,0,0,1,0,3,25,-7,0,0,0,0,-2,0,0,0,0,0,0,0,-1,0,0,0,0,-10,Monday,5,Mar,15,504,3,50,0,10,1,22,-2,7,3,11,6,243,1,63,3,55,0,2,1,1,0,0,0,17,0,1,0,0,0,0,0,3,0,0,-1,19,30/03/2015 07:00
30/03/2015,12AM-6PM,10,4,0,0,1,13,9,0,0,0,0,1,2,0,0,1,0,1,42,-13,-6,0,0,-2,-28,-8,-3,0,0,0,0,-2,0,0,-2,0,-1,-65,Monday,5,Mar,-23,481,1,51,-3,7,-1,21,-3,4,0,11,-15,228,0,63,-2,53,1,3,0,1,0,0,-1,16,0,1,0,0,0,0,0,3,0,0,0,19,30/03/2015 13:00
30/03/2015,6PM-12PM,6,6,0,0,0,10,2,1,0,0,0,0,1,0,0,5,0,0,31,-4,-2,0,0,-4,-5,-1,0,-1,0,0,0,0,0,0,-3,0,0,-20,Monday,5,Mar,11,492,1,52,1,8,2,23,2,6,0,11,5,233,1,64,4,57,0,3,-1,0,0,0,-4,12,0,1,0,0,0,0,0,3,0,0,0,19,30/03/2015 19:00
31/03/2015,12PM-6AM,5,1,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,15,-3,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-5,Tuesday,5,Mar,10,502,0,52,0,8,1,24,2,8,0,11,6,239,0,64,1,58,0,3,0,0,0,0,0,12,0,1,0,0,0,0,0,3,0,0,0,19,31/03/2015 01:00
31/03/2015,6AM-12AM,3,2,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,2,17,-2,-1,0,0,0,-6,0,-1,0,0,0,0,0,0,0,-1,0,0,-11,Tuesday,5,Mar,6,508,3,55,0,8,-1,23,1,9,2,13,0,239,0,64,1,59,0,3,0,0,0,0,0,12,0,1,0,0,0,0,0,3,0,0,0,19,31/03/2015 07:00
31/03/2015,12AM-6PM,11,5,0,0,0,15,4,0,0,0,0,0,1,2,0,0,0,3,41,-11,-8,0,0,-2,-23,-13,-1,0,-1,0,0,-2,-1,0,-1,0,-2,-65,Tuesday,5,Mar,-24,484,-9,46,-1,7,-1,22,0,9,1,14,-8,231,-1,63,-3,56,0,3,0,0,0,0,-2,10,0,1,0,0,0,0,-1,2,0,0,1,20,31/03/2015 13:00
31/03/2015,6PM-12PM,7,4,0,0,0,5,4,0,0,1,0,0,1,0,1,2,0,2,27,-9,-1,0,0,-2,-13,0,0,0,0,0,0,-2,0,0,0,0,0,-27,Tuesday,5,Mar,0,484,4,50,0,7,2,24,-2,7,2,16,-8,223,-1,62,3,59,0,3,0,0,0,0,-2,8,1,2,0,0,0,0,1,3,0,0,0,20,31/03/2015 19:00
01/04/2015,12PM-6AM,5,1,0,0,0,4,1,1,0,0,0,1,0,1,1,0,0,0,15,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,Wednesday,1,Apr,13,497,1,51,1,8,0,24,3,10,0,16,4,227,0,62,1,60,1,4,0,0,0,0,0,8,1,3,0,0,0,0,0,3,0,0,1,21,01/04/2015 01:00
01/04/2015,6AM-12AM,4,4,0,0,1,8,2,0,6,0,0,0,0,0,0,0,0,0,25,-6,0,0,0,0,-2,0,0,-2,0,0,-1,-1,0,0,0,0,-1,-13,Wednesday,1,Apr,12,509,2,53,0,8,0,24,-2,8,-1,15,6,233,-1,61,4,64,-1,3,4,4,0,0,1,9,0,3,0,0,0,0,0,3,0,0,0,21,01/04/2015 07:00
01/04/2015,12AM-6PM,8,7,0,0,0,16,9,2,1,0,0,0,1,0,0,2,0,2,48,-6,-4,0,0,0,-28,-11,-3,-4,0,0,0,-1,-2,-1,-5,0,-6,-71,Wednesday,1,Apr,-23,486,-2,51,-1,7,-3,21,2,10,-4,11,-12,221,0,61,3,67,0,3,-3,1,0,0,0,9,-1,2,0,0,0,0,0,3,0,0,-2,19,01/04/2015 13:00
01/04/2015,6PM-12PM,3,1,0,0,0,10,3,1,0,0,0,0,1,1,0,1,0,1,22,-5,-6,0,0,-1,-4,-4,-1,-1,0,0,0,0,0,-1,-1,0,-1,-25,Wednesday,1,Apr,-3,483,-1,50,0,7,0,21,-2,8,0,11,6,227,1,62,-5,62,0,3,-1,0,0,0,-1,8,-1,1,0,0,0,0,0,3,0,0,1,20,01/04/2015 19:00
02/04/2015,12PM-6AM,5,1,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,12,-3,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-4,Thursday,1,Apr,8,491,1,51,1,8,0,21,2,10,1,12,1,228,1,63,1,63,0,3,0,0,0,0,0,8,0,1,0,0,0,0,0,3,0,0,0,20,02/04/2015 01:00
02/04/2015,6AM-12AM,2,5,0,0,0,9,4,0,3,0,0,0,1,1,0,0,0,2,27,-8,-2,0,0,0,-4,-1,0,-1,0,0,0,-1,-1,0,-1,0,-1,-20,Thursday,1,Apr,7,498,3,54,0,8,-1,20,-6,4,1,13,5,233,0,63,3,66,0,3,2,2,0,0,0,8,0,1,0,0,0,0,0,3,0,0,0,20,02/04/2015 07:00
02/04/2015,12AM-6PM,8,3,0,0,1,20,6,0,1,0,0,0,1,0,0,0,0,1,41,-4,-3,0,0,-1,-35,-10,-3,-3,0,0,0,-4,0,0,-4,0,-3,-70,Thursday,1,Apr,-29,469,-4,50,-3,5,-4,16,4,8,-2,11,-15,218,-3,60,0,66,0,3,-2,0,0,0,0,8,0,1,0,0,0,0,0,3,0,0,0,20,02/04/2015 13:00
02/04/2015,6PM-12PM,5,3,0,0,0,10,4,0,0,0,0,0,3,0,0,3,0,2,30,-5,-10,0,0,-1,-6,-2,-1,0,0,0,0,0,0,0,-1,0,-2,-28,Thursday,1,Apr,2,471,2,52,-1,4,2,18,0,8,0,11,4,222,3,63,-7,59,0,3,0,0,0,0,-1,7,0,1,0,0,0,0,0,3,0,0,0,20,02/04/2015 19:00
03/04/2015,12PM-6AM,6,2,0,0,0,7,2,0,0,0,0,0,0,0,0,3,0,0,20,-5,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,-7,Friday,1,Apr,13,484,2,54,0,4,3,21,1,9,0,11,7,229,-2,61,2,61,0,3,0,0,0,0,0,7,0,1,0,0,0,0,0,3,0,0,0,20,03/04/2015 01:00
03/04/2015,6AM-12AM,3,2,0,0,0,4,3,1,0,0,0,1,2,0,0,0,0,2,18,-9,-1,0,0,0,-4,-3,0,0,0,0,0,0,-1,0,-1,0,-1,-20,Friday,1,Apr,-2,482,0,54,1,5,-1,20,-6,3,1,12,0,229,2,63,1,62,1,4,0,0,0,0,0,7,0,1,0,0,0,0,0,3,0,0,-1,19,03/04/2015 07:00
03/04/2015,12AM-6PM,7,2,0,0,0,14,5,0,0,0,0,0,2,1,0,0,0,0,31,-8,-7,0,0,0,-20,-12,0,0,0,0,-1,-7,0,0,-2,0,-1,-58,Friday,1,Apr,-27,455,-7,47,0,5,-2,18,-1,2,-1,11,-6,223,-5,58,-5,57,-1,3,0,0,0,0,0,7,0,1,0,0,0,0,0,3,0,0,1,20,03/04/2015 13:00
03/04/2015,6PM-12PM,2,4,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,17,-1,-1,0,0,0,-5,-3,0,0,0,0,0,-2,0,0,-1,0,-2,-15,Friday,1,Apr,2,457,-2,45,0,5,-1,17,1,3,-2,9,5,228,-2,56,3,60,0,3,0,0,0,0,0,7,0,1,0,0,0,0,0,3,0,0,0,20,03/04/2015 19:00
04/04/2015,12PM-6AM,6,1,0,0,0,7,1,0,0,0,0,0,4,0,0,0,0,0,19,-5,0,0,0,0,-1,0,0,0,0,0,0,-1,-2,0,0,0,0,-9,Saturday,1,Apr,10,467,1,46,0,5,0,17,1,4,0,9,6,234,3,59,1,61,0,3,0,0,0,0,0,7,0,1,0,0,0,0,0,3,0,0,-2,18,04/04/2015 01:00
04/04/2015,6AM-12AM,6,4,0,0,1,3,1,0,0,1,0,0,1,0,0,0,0,0,17,-2,0,0,0,0,-2,0,0,0,0,0,-1,-2,-1,0,0,0,-1,-9,Saturday,1,Apr,8,475,1,47,0,5,0,17,4,8,-1,8,1,235,-1,58,4,65,-1,2,0,0,0,0,1,8,0,1,0,0,0,0,1,4,0,0,-1,17,04/04/2015 07:00
04/04/2015,12AM-6PM,6,3,0,0,1,14,1,0,0,0,0,1,1,2,0,1,0,0,30,-9,-2,0,0,0,-17,-7,0,0,0,0,0,0,-2,0,-1,0,-2,-40,Saturday,1,Apr,-10,465,-6,41,0,5,0,17,-3,5,-2,6,-3,232,1,59,1,66,1,3,0,0,0,0,1,9,0,1,0,0,0,0,0,4,0,0,0,17,04/04/2015 13:00
04/04/2015,6PM-12PM,3,4,0,0,0,10,1,0,0,0,0,0,0,0,0,1,0,2,21,-4,-1,0,0,0,-7,-1,0,0,0,0,0,0,-1,0,0,0,0,-14,Saturday,1,Apr,7,472,0,41,0,5,1,18,-1,4,2,8,3,235,0,59,3,69,0,3,0,0,0,0,0,9,0,1,0,0,0,0,0,4,0,0,-1,16,04/04/2015 19:00
05/04/2015,12PM-6AM,6,2,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,1,17,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,Sunday,2,Apr,14,486,1,42,2,7,0,18,3,7,1,9,5,240,0,59,2,71,0,3,0,0,0,0,0,9,0,1,0,0,0,0,0,4,0,0,0,16,05/04/2015 01:00
05/04/2015,6AM-12AM,6,0,0,0,1,9,1,0,0,1,0,0,0,0,0,1,0,0,19,-6,-1,0,0,0,-2,-1,0,0,0,0,0,0,0,0,-1,0,0,-11,Sunday,2,Apr,8,494,0,42,0,7,0,18,0,7,0,9,7,247,0,59,-1,70,0,3,0,0,0,0,1,10,0,1,0,0,0,0,1,5,0,0,0,16,05/04/2015 07:00
05/04/2015,12AM-6PM,8,0,0,0,1,12,3,0,0,0,0,0,0,0,1,1,0,4,30,-9,-5,0,0,0,-13,-5,-1,0,0,0,-1,0,0,0,-3,0,0,-37,Sunday,2,Apr,-7,487,-2,40,-1,6,-2,16,-1,6,4,13,-1,246,0,59,-5,65,-1,2,0,0,0,0,1,11,1,2,0,0,0,0,0,5,0,0,0,16,05/04/2015 13:00
05/04/2015,6PM-12PM,7,1,0,0,0,7,5,0,0,0,0,0,2,0,0,3,0,1,26,-6,0,0,0,0,-3,-1,0,0,0,0,0,0,0,0,0,0,0,-10,Sunday,2,Apr,16,503,4,44,0,6,3,19,1,7,1,14,4,250,2,61,1,66,0,2,0,0,0,0,0,11,0,2,0,0,0,0,0,5,0,0,0,16,05/04/2015 19:00
06/04/2015,12PM-6AM,4,1,0,0,0,4,0,0,1,1,0,0,1,0,0,2,0,3,17,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,Monday,2,Apr,15,518,0,44,0,6,2,21,3,10,3,17,4,254,1,62,1,67,0,2,1,1,0,0,-1,10,0,2,0,0,0,0,1,6,0,0,0,16,06/04/2015 01:00
06/04/2015,6AM-12AM,0,1,0,0,0,8,2,0,0,1,0,0,0,0,0,0,0,0,12,-5,0,0,0,0,-4,-1,0,-1,0,0,0,-2,0,0,-1,0,0,-14,Monday,2,Apr,-2,516,1,45,0,6,-1,20,-5,5,0,17,4,258,-2,60,1,68,0,2,-1,0,0,0,0,10,0,2,0,0,0,0,1,7,0,0,0,16,06/04/2015 07:00
06/04/2015,12AM-6PM,6,0,0,0,1,17,4,0,0,0,0,0,2,3,0,1,0,1,35,-9,-3,0,0,0,-16,-4,0,0,-2,0,0,-1,-1,-1,-4,0,-7,-48,Monday,2,Apr,-13,503,0,45,0,6,-3,17,-3,2,-6,11,1,259,1,61,-3,65,0,2,0,0,0,0,1,11,-1,1,0,0,0,0,-2,5,0,0,2,18,06/04/2015 13:00
06/04/2015,6PM-12PM,6,1,0,0,1,5,1,0,0,0,0,0,1,0,0,0,0,1,16,-5,0,0,0,0,-7,-3,0,0,0,0,0,-1,0,-1,-2,0,-1,-20,Monday,2,Apr,-4,499,-2,43,0,6,-2,15,1,3,0,11,-2,257,0,61,1,66,0,2,0,0,0,0,1,12,-1,0,0,0,0,0,0,5,0,0,0,18,06/04/2015 19:00
07/04/2015,12PM-6AM,5,1,0,0,1,6,2,0,0,0,0,0,2,0,0,0,0,1,18,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,Tuesday,2,Apr,15,514,2,45,0,6,0,15,2,5,1,12,6,263,2,63,1,67,0,2,0,0,0,0,1,13,0,0,0,0,0,0,0,5,0,0,0,18,07/04/2015 01:00
07/04/2015,6AM-12AM,4,3,0,0,0,5,4,0,2,1,0,0,1,0,0,0,0,2,22,-4,0,0,0,0,-3,-2,0,-1,0,0,0,0,0,0,0,0,0,-10,Tuesday,2,Apr,12,526,2,47,0,6,0,15,0,5,2,14,2,265,1,64,3,70,0,2,1,1,0,0,0,13,0,0,0,0,0,0,1,6,0,0,0,18,07/04/2015 07:00
07/04/2015,12AM-6PM,8,1,0,0,1,15,8,2,2,0,0,0,2,0,1,1,0,1,42,-12,-5,0,0,-1,-30,-7,0,-2,0,0,-1,-2,-2,0,-1,0,-2,-65,Tuesday,2,Apr,-23,503,1,48,2,8,0,15,-4,1,-1,13,-15,250,0,64,-4,66,-1,1,0,1,0,0,0,13,1,1,0,0,0,0,0,6,0,0,-2,16,07/04/2015 13:00
07/04/2015,6PM-12PM,7,2,0,0,0,12,5,1,1,0,0,0,0,0,1,0,0,0,29,-5,-2,0,0,0,-10,-5,0,-1,0,0,0,-1,0,0,0,0,-1,-25,Tuesday,2,Apr,4,507,0,48,1,9,0,15,2,3,-1,12,2,252,-1,63,0,66,0,1,0,1,0,0,0,13,1,2,0,0,0,0,0,6,0,0,0,16,07/04/2015 19:00
08/04/2015,12PM-6AM,5,0,0,0,0,2,1,0,1,0,0,0,2,0,0,0,0,1,12,-5,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-7,Wednesday,2,Apr,5,512,1,49,0,9,0,15,0,3,1,13,1,253,2,65,0,66,0,1,0,1,0,0,0,13,0,2,0,0,0,0,0,6,0,0,0,16,08/04/2015 01:00
08/04/2015,6AM-12AM,3,1,0,0,0,7,3,0,2,0,0,0,0,1,0,0,0,2,19,-4,-2,0,0,-1,-3,-2,-1,0,0,0,0,0,0,0,-1,0,-3,-17,Wednesday,2,Apr,2,514,1,50,-1,8,-1,14,-1,2,-1,12,4,257,0,65,-1,65,0,1,2,3,0,0,-1,12,0,2,0,0,0,0,0,6,0,0,1,17,08/04/2015 07:00
