Date_value,Day_quarter,in_ACCIDENT AND EMERGENCY,in_CARDIOLOGY,in_COVID,in_DERMATOLOGY,in_GASTROENTEROLOGY,in_GENERAL MEDICINE,in_GENERAL SURGERY,in_GERIATRIC MEDICINE,in_GYNAECOLOGY,in_HAEMATOLOGY (CLINICAL),in_ONCOLOGY,in_OPHTHALMOLOGY,in_OTHER,in_PALLIATIVE MEDICINE,in_REHABILITATION,in_THORACIC MEDICINE,in_TRAUMA AND ORTHOPAEDICS,in_UROLOGY,in_total,out_ACCIDENT AND EMERGENCY,out_CARDIOLOGY,out_COVID,out_DERMATOLOGY,out_GASTROENTEROLOGY,out_GENERAL MEDICINE,out_GENERAL SURGERY,out_GERIATRIC MEDICINE,out_GYNAECOLOGY,out_HAEMATOLOGY (CLINICAL),out_ONCOLOGY,out_OPHTHALMOLOGY,out_OTHER,out_PALLIATIVE MEDICINE,out_REHABILITATION,out_THORACIC MEDICINE,out_TRAUMA AND ORTHOPAEDICS,out_UROLOGY,out_total,D_O_W,W_O_M,MONTH,daily_total,total,daily_GENERAL SURGERY,GENERAL SURGERY,daily_GERIATRIC MEDICINE,GERIATRIC MEDICINE,daily_THORACIC MEDICINE,THORACIC MEDICINE,daily_ACCIDENT AND EMERGENCY,ACCIDENT AND EMERGENCY,daily_UROLOGY,UROLOGY,daily_GENERAL MEDICINE,GENERAL MEDICINE,daily_OTHER,OTHER,daily_CARDIOLOGY,CARDIOLOGY,daily_OPHTHALMOLOGY,OPHTHALMOLOGY,daily_GYNAECOLOGY,GYNAECOLOGY,daily_DERMATOLOGY,DERMATOLOGY,daily_GASTROENTEROLOGY,GASTROENTEROLOGY,daily_REHABILITATION,REHABILITATION,daily_ONCOLOGY,ONCOLOGY,daily_COVID,COVID,daily_HAEMATOLOGY (CLINICAL),HAEMATOLOGY (CLINICAL),daily_TRAUMA AND ORTHOPAEDICS,TRAUMA AND ORTHOPAEDICS,daily_PALLIATIVE MEDICINE,PALLIATIVE MEDICINE,new_date
01/01/2015,12PM-6AM,4,0,0,0,0,2,1,3,0,0,0,0,0,0,0,2,0,2,14,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,Thursday,1,Jan,12,12,1,1,3,3,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/2015 00:00
01/01/2015,6AM-12AM,4,2,0,0,0,3,1,1,0,0,0,0,2,0,0,0,0,0,13,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-5,Thursday,1,Jan,8,20,1,2,1,4,0,2,0,2,-1,1,3,5,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/2015 06:00
01/01/2015,12AM-6PM,2,7,0,0,0,10,3,0,0,1,0,1,0,0,0,1,0,2,27,-1,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-3,Thursday,1,Jan,24,44,1,3,0,4,1,3,1,3,2,3,10,15,0,2,7,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,01/01/2015 12:00
01/01/2015,6PM-12PM,2,2,0,0,0,5,2,2,0,1,0,0,2,0,0,3,0,1,20,-3,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,-5,Thursday,1,Jan,15,59,2,5,2,6,3,6,-1,2,1,4,4,19,1,3,2,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,01/01/2015 18:00
02/01/2015,12PM-6AM,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,9,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-3,Friday,1,Jan,6,65,3,8,0,6,-1,5,0,2,0,4,4,23,0,3,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,02/01/2015 00:00
02/01/2015,6AM-12AM,1,4,0,0,0,11,5,0,1,0,0,0,2,1,0,2,0,1,28,-1,0,0,0,0,-2,-2,0,0,0,0,0,-2,0,0,0,0,-1,-8,Friday,1,Jan,20,85,3,11,0,6,2,7,0,2,0,4,9,32,0,3,4,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,02/01/2015 06:00
02/01/2015,12AM-6PM,7,1,0,0,0,9,4,1,0,0,0,0,2,3,1,3,0,2,33,-3,-3,0,0,0,-4,-1,-2,-1,0,0,0,0,0,0,0,0,-3,-17,Friday,1,Jan,16,101,3,14,-1,5,3,10,4,6,-1,3,5,37,2,5,-2,13,0,1,-1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,3,4,02/01/2015 12:00
02/01/2015,6PM-12PM,3,2,0,0,1,17,4,3,0,1,0,0,0,1,0,0,0,1,33,-5,0,0,0,0,-4,-2,0,0,0,0,0,-1,0,0,-1,0,0,-13,Friday,1,Jan,20,121,2,16,3,8,-1,9,-2,4,1,4,13,50,-1,4,2,15,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,3,0,0,1,5,02/01/2015 18:00
03/01/2015,12PM-6AM,1,1,0,0,0,4,1,2,0,0,0,0,1,0,1,0,0,0,11,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-2,Saturday,1,Jan,9,130,1,17,2,10,0,9,0,4,0,4,3,53,1,5,1,16,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,3,0,0,0,5,03/01/2015 00:00
03/01/2015,6AM-12AM,4,0,0,0,0,3,5,1,0,0,0,0,0,0,1,0,0,0,14,-4,0,0,0,0,-4,0,0,0,0,0,0,-1,0,0,0,0,0,-9,Saturday,1,Jan,5,135,5,22,1,11,0,9,0,4,0,4,-1,52,-1,4,0,16,0,1,0,0,0,0,0,1,1,3,0,0,0,0,0,3,0,0,0,5,03/01/2015 06:00
03/01/2015,12AM-6PM,8,0,0,0,0,10,2,1,0,0,0,0,1,0,4,0,0,3,29,-7,-4,0,0,0,-5,-5,0,0,0,0,0,0,0,-1,-1,0,-2,-25,Saturday,1,Jan,4,139,-3,19,1,12,-1,8,1,5,1,5,5,57,1,5,-4,12,0,1,0,0,0,0,0,1,3,6,0,0,0,0,0,3,0,0,0,5,03/01/2015 12:00
03/01/2015,6PM-12PM,7,2,0,0,0,11,1,3,0,1,0,0,1,1,7,0,0,2,36,-9,0,0,0,0,-1,-4,0,0,0,0,0,0,0,-3,0,0,-2,-19,Saturday,1,Jan,17,156,-3,16,3,15,0,8,-2,3,0,5,10,67,1,6,2,14,0,1,0,0,0,0,0,1,4,10,0,0,0,0,1,4,0,0,1,6,03/01/2015 18:00
04/01/2015,12PM-6AM,1,3,0,0,0,5,2,1,0,0,0,0,0,0,1,0,0,0,13,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,Sunday,2,Jan,11,167,2,18,1,16,0,8,-1,2,0,5,5,72,0,6,3,17,0,1,0,0,0,0,0,1,1,11,0,0,0,0,0,4,0,0,0,6,04/01/2015 00:00
04/01/2015,6AM-12AM,3,1,0,0,0,6,3,2,0,0,0,0,1,0,3,0,0,1,20,-3,0,0,0,0,-4,-3,0,0,0,0,0,0,0,-4,0,0,0,-14,Sunday,2,Jan,6,173,0,18,2,18,0,8,0,2,1,6,2,74,1,7,1,18,0,1,0,0,0,0,0,1,-1,10,0,0,0,0,0,4,0,0,0,6,04/01/2015 06:00
04/01/2015,12AM-6PM,4,3,0,0,0,9,4,0,0,0,0,0,0,0,2,1,0,1,24,-2,0,0,0,0,-10,-4,0,0,0,0,-1,-1,0,-1,0,0,0,-19,Sunday,2,Jan,5,178,0,18,0,18,1,9,2,4,1,7,-1,73,-1,6,3,21,-1,0,0,0,0,0,0,1,1,11,0,0,0,0,0,4,0,0,0,6,04/01/2015 12:00
04/01/2015,6PM-12PM,5,2,0,0,0,9,1,5,0,0,0,0,1,0,0,1,0,0,24,-4,-1,0,0,0,-4,-1,0,0,0,0,0,0,0,-1,-1,0,-1,-13,Sunday,2,Jan,11,189,0,18,5,23,0,9,1,5,-1,6,5,78,1,7,1,22,0,0,0,0,0,0,0,1,-1,10,0,0,0,0,0,4,0,0,0,6,04/01/2015 18:00
05/01/2015,12PM-6AM,2,1,0,0,0,5,1,0,0,0,0,0,1,0,1,0,0,1,12,-4,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-6,Monday,2,Jan,6,195,1,19,0,23,0,9,-2,3,1,7,4,82,1,8,1,23,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,4,0,0,-1,5,05/01/2015 00:00
05/01/2015,6AM-12AM,0,2,0,0,0,9,5,1,1,0,0,0,0,0,0,0,0,0,18,-2,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,-1,-6,Monday,2,Jan,12,207,5,24,1,24,0,9,-2,1,-1,6,6,88,0,8,2,25,0,0,1,1,0,0,0,1,0,11,0,0,0,0,0,4,0,0,0,5,05/01/2015 06:00
05/01/2015,12AM-6PM,6,2,0,0,0,20,5,2,0,0,0,0,2,1,0,1,0,4,43,-6,-3,0,0,0,-17,-5,-2,-1,0,0,0,-1,0,-6,-1,0,-3,-45,Monday,2,Jan,-2,205,0,24,0,24,0,9,0,1,1,7,3,91,1,9,-1,24,0,0,-1,0,0,0,0,1,-6,5,0,0,0,0,0,4,0,0,1,6,05/01/2015 12:00
05/01/2015,6PM-12PM,1,2,0,0,1,12,1,2,0,1,0,0,0,0,0,1,0,0,21,-1,-2,0,0,0,-9,-3,-2,0,0,0,0,0,0,-1,-1,0,-1,-20,Monday,2,Jan,1,206,-2,22,0,24,0,9,0,1,-1,6,3,94,0,9,0,24,0,0,0,0,0,0,1,2,-1,4,0,0,0,0,1,5,0,0,0,6,05/01/2015 18:00
06/01/2015,12PM-6AM,1,1,0,0,0,8,2,0,0,0,0,1,0,1,0,1,0,0,15,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-3,Tuesday,2,Jan,12,218,2,24,0,24,0,9,0,1,0,6,7,101,0,9,1,25,1,1,0,0,0,0,0,2,0,4,0,0,0,0,0,5,0,0,1,7,06/01/2015 00:00
06/01/2015,6AM-12AM,3,2,0,0,0,6,4,0,1,0,0,0,0,0,0,2,0,3,21,-2,0,0,0,0,-4,0,0,0,0,0,-1,0,0,0,0,0,0,-7,Tuesday,2,Jan,14,232,4,28,0,24,2,11,1,2,3,9,2,103,0,9,2,27,-1,0,1,1,0,0,0,2,0,4,0,0,0,0,0,5,0,0,0,7,06/01/2015 06:00
06/01/2015,12AM-6PM,4,2,0,0,0,15,5,2,0,0,0,0,0,1,0,2,0,3,34,-2,-6,0,0,-1,-15,-4,-1,-1,-1,0,0,0,-1,0,0,0,0,-32,Tuesday,2,Jan,2,234,1,29,1,25,2,13,2,4,3,12,0,103,0,9,-4,23,0,0,-1,0,0,0,-1,1,0,4,0,0,0,0,-1,4,0,0,0,7,06/01/2015 12:00
06/01/2015,6PM-12PM,4,2,0,0,0,5,4,2,0,1,0,0,0,0,0,1,0,3,22,-4,-2,0,0,0,-6,-3,0,0,-1,0,0,0,-1,-1,0,0,-3,-21,Tuesday,2,Jan,1,235,1,30,2,27,1,14,0,4,0,12,-1,102,0,9,0,23,0,0,0,0,0,0,0,1,-1,3,0,0,0,0,0,4,0,0,-1,6,06/01/2015 18:00
07/01/2015,12PM-6AM,4,2,0,0,1,7,1,1,0,0,0,0,1,1,0,1,0,0,19,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-6,Wednesday,2,Jan,13,248,1,31,1,28,1,15,0,4,-1,11,7,109,1,10,1,24,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,4,0,0,1,7,07/01/2015 00:00
07/01/2015,6AM-12AM,2,2,0,0,0,10,0,2,1,0,0,0,2,2,0,0,0,1,22,-4,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,-2,-10,Wednesday,2,Jan,12,260,-2,29,2,30,0,15,-2,2,-1,10,8,117,2,12,2,26,0,0,1,1,0,0,0,2,0,3,0,0,0,0,0,4,0,0,2,9,07/01/2015 06:00
07/01/2015,12AM-6PM,1,3,0,0,1,16,5,3,0,0,0,1,1,2,0,1,0,0,34,-1,-4,0,0,0,-18,-7,-1,-1,-1,0,0,-2,0,-1,-1,0,-2,-39,Wednesday,2,Jan,-5,255,-2,27,2,32,0,15,0,2,-2,8,-2,115,-1,11,-1,25,1,1,-1,0,0,0,1,3,-1,2,0,0,0,0,-1,3,0,0,2,11,07/01/2015 12:00
07/01/2015,6PM-12PM,3,1,0,0,1,16,2,0,0,0,0,0,0,0,0,0,0,2,25,0,-4,0,0,0,-10,-3,-1,0,0,0,0,0,0,-1,0,0,-2,-21,Wednesday,2,Jan,4,259,-1,26,-1,31,0,15,3,5,0,8,6,121,0,11,-3,22,0,1,0,0,0,0,1,4,-1,1,0,0,0,0,0,3,0,0,0,11,07/01/2015 18:00
08/01/2015,12PM-6AM,3,1,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,12,-4,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-6,Thursday,2,Jan,6,265,0,26,1,32,0,15,-1,4,0,8,5,126,0,11,1,23,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,3,0,0,0,11,08/01/2015 00:00
08/01/2015,6AM-12AM,2,1,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,1,10,-3,0,0,0,0,-7,-1,0,0,0,0,0,0,0,0,0,0,0,-11,Thursday,2,Jan,-1,264,1,27,0,32,0,15,-1,3,1,9,-4,122,0,11,1,24,0,1,0,0,0,0,0,4,0,1,0,0,0,0,1,4,0,0,0,11,08/01/2015 06:00
08/01/2015,12AM-6PM,4,4,0,0,0,22,7,1,0,2,0,0,1,1,0,0,0,2,44,-5,-2,0,0,-1,-20,-3,-1,0,-2,0,-1,0,0,0,0,0,-4,-39,Thursday,2,Jan,5,269,4,31,0,32,0,15,-1,2,-2,7,2,124,1,12,2,26,-1,0,0,0,0,0,-1,3,0,1,0,0,0,0,0,4,0,0,1,12,08/01/2015 12:00
08/01/2015,6PM-12PM,1,1,0,0,1,10,2,1,0,0,0,0,1,0,0,1,0,2,20,-2,-2,0,0,-1,-7,-1,-1,0,0,0,0,0,0,0,0,0,0,-14,Thursday,2,Jan,6,275,1,32,0,32,1,16,-1,1,2,9,3,127,1,13,-1,25,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,0,0,12,08/01/2015 18:00
09/01/2015,12PM-6AM,2,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,9,-3,-1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,-6,Friday,2,Jan,3,278,2,34,0,32,0,16,-1,0,0,9,2,129,0,13,0,25,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,0,0,12,09/01/2015 00:00
09/01/2015,6AM-12AM,3,2,0,0,0,12,2,0,0,0,0,0,0,0,0,1,0,0,20,0,-2,0,0,0,-5,-1,-1,0,0,0,0,0,-2,0,0,0,0,-11,Friday,2,Jan,9,287,1,35,-1,31,1,17,3,3,0,9,7,136,0,13,0,25,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,0,-2,10,09/01/2015 06:00
09/01/2015,12AM-6PM,7,2,0,0,1,14,3,1,0,0,0,0,1,2,0,0,0,1,32,-8,-3,0,0,0,-21,-8,-6,0,-1,0,0,0,0,-1,-5,0,-2,-55,Friday,2,Jan,-23,264,-5,30,-5,26,-5,12,-1,2,-1,8,-7,129,1,14,-1,24,0,0,0,0,0,0,1,4,-1,0,0,0,0,0,-1,3,0,0,2,12,09/01/2015 12:00
09/01/2015,6PM-12PM,2,2,0,0,0,18,5,1,0,0,0,2,0,0,0,0,0,0,30,-1,-1,0,0,-1,-17,-3,-1,0,0,0,0,0,0,0,0,0,0,-24,Friday,2,Jan,6,270,2,32,0,26,0,12,1,3,0,8,1,130,0,14,1,25,2,2,0,0,0,0,-1,3,0,0,0,0,0,0,0,3,0,0,0,12,09/01/2015 18:00
10/01/2015,12PM-6AM,5,0,0,0,1,8,1,1,0,0,0,0,1,0,0,0,0,0,17,-2,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,-4,Saturday,2,Jan,13,283,1,33,1,27,0,12,3,6,0,8,6,136,1,15,0,25,0,2,0,0,0,0,1,4,0,0,0,0,0,0,0,3,0,0,0,12,10/01/2015 00:00
10/01/2015,6AM-12AM,4,2,0,0,1,6,1,2,0,0,0,0,1,1,0,0,0,2,20,-6,0,0,0,0,-4,-1,0,0,0,0,0,0,0,0,0,0,0,-11,Saturday,2,Jan,9,292,0,33,2,29,0,12,-2,4,2,10,2,138,1,16,2,27,0,2,0,0,0,0,1,5,0,0,0,0,0,0,0,3,0,0,1,13,10/01/2015 06:00
10/01/2015,12AM-6PM,5,1,0,0,0,7,3,1,0,2,0,0,2,1,0,0,0,2,24,-8,-4,0,0,0,-18,-3,-2,0,-1,0,-1,-2,0,0,-2,0,0,-41,Saturday,2,Jan,-17,275,0,33,-1,28,-2,10,-3,1,2,12,-11,127,0,16,-3,24,-1,1,0,0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,1,14,10/01/2015 12:00
10/01/2015,6PM-12PM,5,1,0,0,0,9,2,1,0,0,0,0,0,0,0,1,0,0,19,-2,-1,0,0,0,-4,0,0,0,0,0,0,-2,0,0,0,0,-1,-10,Saturday,2,Jan,9,284,2,35,1,29,1,11,3,4,-1,11,5,132,-2,14,0,24,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,14,10/01/2015 18:00
11/01/2015,12PM-6AM,2,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,13,-3,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-4,Sunday,3,Jan,9,293,0,35,0,29,0,11,-1,3,0,11,9,141,1,15,0,24,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,14,11/01/2015 00:00
11/01/2015,6AM-12AM,5,3,0,0,0,7,2,1,0,0,0,0,3,0,0,2,0,0,23,-4,0,0,0,0,-5,-3,0,0,0,0,0,-1,0,0,-1,0,0,-14,Sunday,3,Jan,9,302,-1,34,1,30,1,12,1,4,0,11,2,143,2,17,3,27,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,14,11/01/2015 06:00
11/01/2015,12AM-6PM,5,4,0,0,0,13,5,2,0,0,0,0,0,0,0,1,0,0,30,-8,0,0,0,0,-19,-4,0,0,0,0,0,-3,-1,0,0,0,0,-35,Sunday,3,Jan,-5,297,1,35,2,32,1,13,-3,1,0,11,-6,137,-3,14,4,31,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,-1,13,11/01/2015 12:00
11/01/2015,6PM-12PM,4,1,0,0,0,15,0,0,0,0,0,0,1,0,0,1,0,0,22,-4,0,0,0,0,-3,-1,-1,0,0,0,0,0,0,0,0,0,-5,-14,Sunday,3,Jan,8,305,-1,34,-1,31,1,14,0,1,-5,6,12,149,1,15,1,32,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,13,11/01/2015 18:00
12/01/2015,12PM-6AM,2,1,0,0,0,7,2,1,0,0,0,0,0,0,0,0,0,0,13,-1,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,-3,Monday,3,Jan,10,315,2,36,1,32,0,14,1,2,0,6,5,154,0,15,1,33,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,13,12/01/2015 00:00
12/01/2015,6AM-12AM,0,4,0,0,1,6,2,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,-1,-2,0,0,0,0,0,0,0,0,0,0,-1,-4,Monday,3,Jan,11,326,0,36,0,32,0,14,0,2,-1,5,5,159,0,15,4,37,0,1,2,2,0,0,1,6,0,0,0,0,0,0,0,4,0,0,0,13,12/01/2015 06:00
12/01/2015,12AM-6PM,4,7,0,0,1,18,7,2,1,0,0,0,0,2,0,2,0,3,47,-3,-4,0,0,-2,-28,-10,-2,-1,-1,0,0,0,0,0,-2,0,-2,-55,Monday,3,Jan,-8,318,-3,33,0,32,0,14,1,3,1,6,-10,149,0,15,3,40,0,1,0,2,0,0,-1,5,0,0,0,0,0,0,-1,3,0,0,2,15,12/01/2015 12:00
12/01/2015,6PM-12PM,5,3,0,0,0,11,3,0,0,0,0,1,2,0,0,3,0,0,28,-6,-1,0,0,0,-9,-5,0,0,0,0,0,0,0,0,0,0,-2,-23,Monday,3,Jan,5,323,-2,31,0,32,3,17,-1,2,-2,4,2,151,2,17,2,42,1,2,0,2,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,15,12/01/2015 18:00
13/01/2015,12PM-6AM,4,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,10,-2,0,0,0,0,-1,-1,-1,0,0,0,0,-2,0,0,0,0,0,-7,Tuesday,3,Jan,3,326,0,31,-1,31,0,17,2,4,0,4,4,155,-2,15,0,42,0,2,0,2,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,15,13/01/2015 00:00
13/01/2015,6AM-12AM,3,2,0,0,0,8,4,0,1,0,0,0,0,0,0,2,0,0,20,-2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-3,Tuesday,3,Jan,17,343,4,35,0,31,2,19,1,5,0,4,7,162,0,15,2,44,0,2,1,3,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,15,13/01/2015 06:00
13/01/2015,12AM-6PM,3,3,0,0,1,14,3,1,0,0,0,1,0,0,0,2,0,2,30,-6,-10,0,0,0,-22,-3,-2,-2,0,0,0,0,0,0,-3,0,-1,-49,Tuesday,3,Jan,-19,324,0,35,-1,30,-1,18,-3,2,1,5,-8,154,0,15,-7,37,1,3,-2,1,0,0,1,6,0,0,0,0,0,0,0,3,0,0,0,15,13/01/2015 12:00
13/01/2015,6PM-12PM,2,1,0,0,0,14,3,2,0,1,0,0,1,0,0,0,0,0,24,-2,-1,0,0,-1,-7,-1,-1,-1,0,0,0,0,0,0,0,0,0,-14,Tuesday,3,Jan,10,334,2,37,1,31,0,18,0,2,0,5,7,161,1,16,0,37,0,3,-1,0,0,0,-1,5,0,0,0,0,0,0,1,4,0,0,0,15,13/01/2015 18:00
14/01/2015,12PM-6AM,2,1,0,0,1,6,0,1,0,0,0,0,1,0,0,0,0,0,12,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,Wednesday,3,Jan,10,344,0,37,1,32,0,18,0,2,0,5,6,167,1,17,1,38,0,3,0,0,0,0,1,6,0,0,0,0,0,0,0,4,0,0,0,15,14/01/2015 00:00
14/01/2015,6AM-12AM,1,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,10,-2,-1,0,0,0,-2,-1,0,0,0,0,0,0,0,0,0,0,0,-6,Wednesday,3,Jan,4,348,0,37,0,32,0,18,-1,1,1,6,4,171,0,17,0,38,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,15,14/01/2015 06:00
14/01/2015,12AM-6PM,2,4,0,0,0,14,4,0,0,1,0,0,2,1,1,2,0,2,33,-2,-7,0,0,0,-22,-9,-2,0,-2,0,-1,0,0,0,-1,0,0,-46,Wednesday,3,Jan,-13,335,-5,32,-2,30,1,19,0,1,2,8,-8,163,2,19,-3,35,-1,2,0,0,0,0,0,6,1,1,0,0,0,0,-1,3,0,0,1,16,14/01/2015 12:00
14/01/2015,6PM-12PM,5,3,0,0,0,4,5,1,0,1,0,0,0,0,3,0,0,1,23,-3,-1,0,0,-1,-5,-4,0,0,0,0,0,0,0,-2,-1,0,-1,-18,Wednesday,3,Jan,5,340,1,33,1,31,-1,18,2,3,0,8,-1,162,0,19,2,37,0,2,0,0,0,0,-1,5,1,2,0,0,0,0,1,4,0,0,0,16,14/01/2015 18:00
15/01/2015,12PM-6AM,1,1,0,0,0,3,1,1,0,0,0,0,1,0,2,0,0,0,10,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-4,Thursday,3,Jan,6,346,1,34,1,32,0,18,-1,2,-1,7,3,165,1,20,1,38,0,2,0,0,0,0,0,5,1,3,0,0,0,0,0,4,0,0,0,16,15/01/2015 00:00
15/01/2015,6AM-12AM,3,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,11,-4,-1,0,0,0,-4,-2,-1,-1,0,0,0,-1,-1,0,0,0,0,-15,Thursday,3,Jan,-4,342,-2,32,-1,31,0,18,-1,1,1,8,0,165,-1,19,1,39,0,2,0,0,0,0,0,5,0,3,0,0,0,0,0,4,0,0,-1,15,15/01/2015 06:00
15/01/2015,12AM-6PM,6,3,0,0,0,18,2,2,0,0,0,1,0,0,0,1,0,3,36,-5,-6,0,0,-1,-20,-3,-3,0,0,0,-1,0,0,0,0,0,-3,-42,Thursday,3,Jan,-6,336,-1,31,-1,30,1,19,1,2,0,8,-2,163,0,19,-3,36,0,2,0,0,0,0,-1,4,0,3,0,0,0,0,0,4,0,0,0,15,15/01/2015 12:00
15/01/2015,6PM-12PM,1,2,0,0,0,9,2,2,0,0,0,0,2,0,0,3,0,1,22,-2,-3,0,0,0,-9,-2,0,0,-1,0,0,0,-1,0,0,0,-1,-19,Thursday,3,Jan,3,339,0,31,2,32,3,22,-1,1,0,8,0,163,2,21,-1,35,0,2,0,0,0,0,0,4,0,3,0,0,0,0,-1,3,0,0,-1,14,15/01/2015 18:00
16/01/2015,12PM-6AM,2,0,0,0,0,4,0,0,0,0,0,0,1,1,0,2,0,0,10,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-2,Friday,3,Jan,8,347,0,31,0,32,2,24,1,2,0,8,3,166,1,22,0,35,0,2,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,1,15,16/01/2015 00:00
16/01/2015,6AM-12AM,2,2,0,0,0,7,1,1,1,0,0,0,0,0,0,1,0,2,17,-1,-1,0,0,0,-2,-1,0,0,0,0,0,0,0,-1,-1,0,0,-7,Friday,3,Jan,10,357,0,31,1,33,0,24,1,3,2,10,5,171,0,22,1,36,0,2,1,1,0,0,0,4,-1,2,0,0,0,0,0,3,0,0,0,15,16/01/2015 06:00
16/01/2015,12AM-6PM,5,6,0,0,1,9,6,4,1,1,0,0,0,1,0,0,0,3,37,-7,-3,0,0,-1,-21,-8,-4,-1,0,0,-1,-2,0,0,-2,0,-6,-56,Friday,3,Jan,-19,338,-2,29,0,33,-2,22,-2,1,-3,7,-12,159,-2,20,3,39,-1,1,0,1,0,0,0,4,0,2,0,0,0,0,1,4,0,0,1,16,16/01/2015 12:00
16/01/2015,6PM-12PM,5,2,0,0,0,5,4,0,0,0,0,0,1,0,0,0,0,3,20,-3,-4,0,0,-1,-6,-5,0,0,0,0,0,0,0,0,0,0,-1,-20,Friday,3,Jan,0,338,-1,28,0,33,0,22,2,3,2,9,-1,158,1,21,-2,37,0,1,0,1,0,0,-1,3,0,2,0,0,0,0,0,4,0,0,0,16,16/01/2015 18:00
17/01/2015,12PM-6AM,9,1,0,0,0,4,3,1,0,1,0,0,0,0,0,0,0,1,20,-4,-1,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-7,Saturday,3,Jan,13,351,3,31,1,34,0,22,5,8,1,10,3,161,0,21,0,37,0,1,0,1,0,0,0,3,0,2,0,0,0,0,1,5,0,0,-1,15,17/01/2015 00:00
